source,relation,target
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2R-SC3
CVE-2026-0153,has_weakness,CWE-787
CWE-348,mapped_to,CAPEC-142
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BKR2524-W
CAPEC-135,maps_to,T1055.001
CVE-2026-50255,affects,Sony Corporation:Optical Disc Archive Software for Windows
CVE-2026-12569,affects,PTC:FlexPLM
CVE-2026-56330,affects,Capgo:Capgo
CAPEC-124,maps_to,T1098
CVE-2026-55388,has_weakness,CWE-94
CAPEC-501,maps_to,T1553.003
CAPEC-692,maps_to,T1557.003
CWE-494,mapped_to,CAPEC-691
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-R5626S-W
T1547.009,mitigated_by,User Account Management
CAPEC-561,maps_to,T1555.003
CWE-95,mapped_to,CAPEC-35
CVE-2026-40746,has_weakness,CWE-434
CVE-2026-12430,has_weakness,CWE-79
CAPEC-153,maps_to,T1492
CAPEC-573,maps_to,T1134.002
CAPEC-192,maps_to,T1071.002
CVE-2026-46448,affects,OpenStack:Nova
CAPEC-386,maps_to,T1190
CVE-2016-20095,affects,Matrix42:Matrix42 Remote Control Host
T1584.008,mitigated_by,Pre-compromise
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-XK2524-W
CWE-200,mapped_to,CAPEC-116
CAPEC-248,maps_to,T1055.002
CVE-2026-55599,has_weakness,CWE-918
CAPEC-635,maps_to,T1127
T1052,mitigated_by,Limit Hardware Installation
CWE-507,mapped_to,CAPEC-698
CVE-2026-48882,affects,codepeople:WP Time Slots Booking Form
CAPEC-108,maps_to,T1146
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY50VGKP2-SC1
CVE-2025-69107,affects,ThemeREX:Rosaleen
CAPEC-11,maps_to,T1584.007
CAPEC-453,maps_to,T1027.016
CWE-78,mapped_to,CAPEC-15
CAPEC-643,maps_to,T1049
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZ4020S-W
CAPEC-410,maps_to,T1590
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV2523-T
CAPEC-113,maps_to,T1494
CAPEC-264,maps_to,T1098
CAPEC-57,maps_to,T1055.008
CAPEC-534,maps_to,T1219.003
T1564.014,mitigated_by,Behavior Prevention on Endpoint
CWE-120,mapped_to,CAPEC-8
T1566.001,mitigated_by,Restrict Web-Based Content
CAPEC-639,maps_to,T1569.003
CWE-693,mapped_to,CAPEC-127
CWE-173,mapped_to,CAPEC-64
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF22VGKS-ER1
CAPEC-279,maps_to,T1134
CVE-2026-50870,affects,n/a:n/a
CAPEC-486,maps_to,T1498.001
CWE-1299,mapped_to,CAPEC-457
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP71VGK-ET3
CVE-2026-41046,affects,presire:qSnapper
CAPEC-111,maps_to,T1185
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LZ60VUMW-E1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EX6324E4S-W
CVE-2025-71261,affects,SUSE:Harvester
T1590.003,mitigated_by,Pre-compromise
T1218.002,mitigated_by,Execution Prevention
CVE-2026-12329,affects,Mozilla:Firefox
CAPEC-700,maps_to,T1669
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW2820-T
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF42VGKB-ET2
CAPEC-663,maps_to,T1480
CVE-2026-12549,affects,Red Hat:Red Hat Enterprise Linux 9
CAPEC-30,maps_to,T1204
CAPEC-547,maps_to,T1556.004
T1059.008,mitigated_by,Privileged Account Management
CAPEC-59,maps_to,T1003
CWE-200,mapped_to,CAPEC-304
CVE-2026-39450,affects,Aman:FunnelKit Automations
T1550,mitigated_by,Active Directory Configuration
T1216.001,mitigated_by,Behavior Prevention on Endpoint
CAPEC-248,maps_to,T1202
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD7124S-W
T1048.002,mitigated_by,Filter Network Traffic
CAPEC-477,maps_to,T1488
CAPEC-59,maps_to,T1555.004
CAPEC-691,maps_to,T1522
CVE-2026-12316,has_weakness,CWE-693
CVE-2026-12788,affects,zhilink 智互联(深圳)科技有限公司:ADP Application Developer Platform 应用开发者平台
CVE-2026-12469,has_weakness,CWE-457
CAPEC-383,maps_to,T1562.002
CVE-2026-52720,affects,Red Hat:Red Hat Enterprise Linux 6
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2R-ET1
CVE-2026-22334,affects,WPos:Woocommerce Book Price
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW2822S-T
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW2822S-W-2
CAPEC-485,maps_to,T1036.001
CVE-2026-46867,affects,Oracle Corporation:Oracle Enterprise Manager Base Platform
CAPEC-57,maps_to,T1542.001
T1685.001,mitigated_by,Restrict File and Directory Permissions
CVE-2026-48505,affects,filamentphp:filament
CAPEC-272,maps_to,T1032
CVE-2026-46901,affects,Oracle Corporation:Oracle Enterprise Command Center Framework
CWE-138,mapped_to,CAPEC-34
CVE-2026-54806,affects,Melapress:WP Activity Log
T1593,mitigated_by,Audit
CVE-2026-41156,has_weakness,CWE-416
CAPEC-385,maps_to,T1499.004
CVE-2026-11374,has_weakness,CWE-340
CAPEC-409,maps_to,T1217
CAPEC-580,maps_to,T1216
T1610,mitigated_by,Limit Access to Resource Over Network
T1598.004,mitigated_by,User Training
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-ZY18VFK
CWE-1302,mapped_to,CAPEC-681
CAPEC-226,maps_to,T1056.004
CAPEC-650,maps_to,T1583.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-HR35VFK2-ET1
T1688,mitigated_by,Privileged Account Management
T1176.001,mitigated_by,Update Software
CAPEC-571,maps_to,T1054
CVE-2026-39472,has_weakness,CWE-502
CAPEC-501,maps_to,T1563.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-VXV8024S-W
CAPEC-677,maps_to,T1583.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW2222-T
CWE-301,mapped_to,CAPEC-90
CAPEC-537,maps_to,T1480.001
CAPEC-259,maps_to,T1071
CAPEC-487,maps_to,T1499.003
CAPEC-129,maps_to,T1134
CVE-2026-0140,affects,Google:Android
CAPEC-471,maps_to,T1681
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-VXV6325S-W
CVE-2026-12057,has_weakness,CWE-829
T1053.006,mitigated_by,User Account Management
CAPEC-575,maps_to,T1531
CVE-2026-9006,affects,IBM:WebSphere Application Server
T1542.001,mitigated_by,Privileged Account Management
CVE-2026-54187,affects,Jetimpex Inc.:JetEngine
CVE-2026-49241,affects,angular:angular
CAPEC-500,maps_to,T1134.005
CAPEC-81,maps_to,T1216.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG4FM-SC1
T1003.007,mitigated_by,Password Policies
CVE-2026-48775,affects,langchain-ai:langgraph
CAPEC-667,maps_to,T1134.001
CVE-2026-22335,affects,WC Lovers.:WooCommerce Frontend Manager – Ultimate
CVE-2026-10649,affects,Red Hat:Red Hat Enterprise Linux 9
CVE-2026-50872,affects,n/a:n/a
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2V-ET3
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-ZT09VAK-1
CVE-2026-12455,has_weakness,CWE-416
CWE-1188,mapped_to,CAPEC-665
CAPEC-278,maps_to,T1584.006
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-NXV5625S-W
CVE-2026-12809,affects,Edimax:BR-6478AC V2
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW2821S-T-1
CAPEC-653,maps_to,T1501
CAPEC-692,maps_to,T1148
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2W-E3
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY25VGKP2-SC2
CVE-2026-47241,has_weakness,CWE-182
CAPEC-202,maps_to,T1156
CAPEC-187,maps_to,T1518.002
CAPEC-560,maps_to,T1574.014
CAPEC-121,maps_to,T1587.004
CVE-2026-46978,has_weakness,CWE-284
CAPEC-203,maps_to,T1027
CAPEC-478,maps_to,T1036.004
CVE-2026-35327,has_weakness,CWE-284
CAPEC-445,maps_to,T1578.005
CVE-2016-20084,affects,dwbooster:Booking Calendar Contact
CWE-318,mapped_to,CAPEC-37
CWE-87,mapped_to,CAPEC-199
CAPEC-159,maps_to,T1527
CAPEC-451,maps_to,T1120
CAPEC-639,maps_to,T1216
CVE-2017-20269,affects,Terrywcarter:KissGallery
CAPEC-161,maps_to,T1565.003
T1570,mitigated_by,Filter Network Traffic
CWE-270,mapped_to,CAPEC-35
CVE-2026-44311,has_weakness,CWE-79
CAPEC-389,maps_to,T1134
CAPEC-141,maps_to,T1557.001
CVE-2026-40754,affects,Elated-Themes:Roisin
CVE-2026-54815,affects,Cargo RD:Cargo Shipping Location for WooCommerce
CVE-2026-39490,affects,artbees:JupiterX Core
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD5622S-W-1
CVE-2026-12312,affects,Mozilla:Thunderbird
CWE-836,mapped_to,CAPEC-644
CAPEC-171,maps_to,T1565
CAPEC-15,maps_to,T1651
T1505.001,mitigated_by,Privileged Account Management
CVE-2026-44272,affects,Dell:Wyse Management Suite (WMS)
CVE-2026-53873,has_weakness,CWE-184
CAPEC-694,maps_to,T1619
CAPEC-578,maps_to,T1590.006
CAPEC-249,maps_to,T1222.002
CWE-522,mapped_to,CAPEC-653
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV8022S-W-2
CWE-805,mapped_to,CAPEC-256
CVE-2026-54270,has_weakness,CWE-770
CAPEC-665,maps_to,T1212
CAPEC-625,maps_to,T1055.002
CVE-2026-35279,has_weakness,CWE-306
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LZ20VUMW-E1
CAPEC-538,maps_to,T1204.005
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-X4023S-W
T1021.003,mitigated_by,Network Segmentation
CAPEC-137,maps_to,T1181
CVE-2019-25762,has_weakness,CWE-359
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-VXV6324S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BKR3624-W
CVE-2026-54264,has_weakness,CWE-200
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY42VGK2-SC2
CAPEC-501,maps_to,T1574.004
CVE-2026-10779,has_weakness,CWE-862
T1204.004,mitigated_by,Restrict Web-Based Content
CAPEC-171,maps_to,T1098
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MFZ-KW60VGK-E1
CVE-2026-9570,affects,Unknown:Taskbuilder
CVE-2026-42490,has_weakness,CWE-667
CVE-2026-46944,affects,Oracle Corporation:Oracle iSupport
CAPEC-663,maps_to,T1677
CAPEC-268,maps_to,T1565.003
CVE-2026-48990,has_weakness,CWE-770
CVE-2026-0132,affects,Google:Android
CWE-114,mapped_to,CAPEC-640
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LZ35VUFB-E1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW5623S-W
CAPEC-549,maps_to,T1087.001
CAPEC-561,maps_to,T1562.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FD80F1S-W
CVE-2025-71326,has_weakness,CWE-428
CAPEC-155,maps_to,T1180
CAPEC-650,maps_to,T1608.002
CVE-2026-12620,has_weakness,CWE-200
T1552,mitigated_by,Encrypt Sensitive Information
T1552,mitigated_by,Restrict File and Directory Permissions
CVE-2019-25746,affects,SlicedInvoices:Sliced Invoices
CVE-2026-12815,has_weakness,CWE-78
CVE-2026-12809,has_weakness,CWE-77
CAPEC-145,maps_to,T1564.010
CWE-319,mapped_to,CAPEC-65
CAPEC-190,maps_to,T1684
T1566,mitigated_by,Restrict Web-Based Content
CAPEC-668,maps_to,T1689
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VG2R-ER1
CVE-2026-56255,has_weakness,CWE-770
CAPEC-161,maps_to,T1548.006
CAPEC-325,maps_to,T1094
CAPEC-71,maps_to,T1132.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP50VGK-E6
CAPEC-278,maps_to,T1021.001
CAPEC-653,maps_to,T1589.001
CAPEC-441,maps_to,T1204.002
CAPEC-594,maps_to,T1055.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV7120S-W
CVE-2026-12102,has_weakness,CWE-639
CVE-2025-58175,affects,geoserver:org.geoserver.web:gs-web-app
CVE-2026-55743,has_weakness,CWE-184
CAPEC-384,maps_to,T1494
CAPEC-82,maps_to,T1566.003
CWE-346,mapped_to,CAPEC-21
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF25VGK2W-E2
CAPEC-38,maps_to,T1038
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FD6324S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VG3W-ET1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF22VGK2W-E1
CAPEC-391,maps_to,T1591.001
CAPEC-545,maps_to,T1614
CAPEC-390,maps_to,T1089
T1055.003,mitigated_by,Behavior Prevention on Endpoint
CAPEC-235,maps_to,T1686
CAPEC-404,maps_to,T1590
CVE-2026-10639,has_weakness,CWE-416
CAPEC-618,maps_to,T1552.008
CAPEC-109,maps_to,T1122
CAPEC-76,maps_to,T1562.004
CVE-2026-39518,has_weakness,CWE-639
CAPEC-134,maps_to,T1134.005
CAPEC-463,maps_to,T1032
CAPEC-542,maps_to,T1588.001
T1543,mitigated_by,Software Configuration
CVE-2026-12788,has_weakness,CWE-610
CAPEC-470,maps_to,T1003.007
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM2823E3-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZY2525-W
CAPEC-440,maps_to,T1200
CVE-2026-38065,affects,n/a:n/a
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2W-EN2
CVE-2026-44889,has_weakness,CWE-601
CAPEC-90,maps_to,T1071.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-RW35VG2-E1
CAPEC-698,maps_to,T1546.016
CAPEC-325,maps_to,T1088
CAPEC-2,maps_to,T1098
CAPEC-389,maps_to,T1017
CVE-2026-50201,affects,SteeltoeOSS:Steeltoe.Management.EndpointBase
CAPEC-387,maps_to,T1683.001
CWE-20,mapped_to,CAPEC-231
CAPEC-220,maps_to,T1048.001
CAPEC-583,maps_to,T1200
CAPEC-692,maps_to,T1685.006
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF22VGK2S-E2
CVE-2026-12322,affects,Mozilla:Thunderbird
CAPEC-71,maps_to,T1553.005
CVE-2026-12312,affects,Mozilla:Firefox
CWE-23,mapped_to,CAPEC-139
CAPEC-438,maps_to,T1484.002
CAPEC-698,maps_to,T1130
CAPEC-470,maps_to,T1501
T1218.009,mitigated_by,Disable or Remove Feature or Program
CWE-201,mapped_to,CAPEC-612
CVE-2019-25756,has_weakness,CWE-89
CVE-2016-20072,affects,bbsetheme:BBS e-Franchise
CAPEC-548,maps_to,T1613
T1072,mitigated_by,Active Directory Configuration
CAPEC-258,maps_to,T1599
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2V-ET3
CAPEC-538,maps_to,T1565.002
CVE-2024-35648,affects,Andy Moyle:Emergency Password Reset
CAPEC-242,maps_to,T1546.012
CAPEC-432,maps_to,T1608.005
CVE-2026-48787,affects,flipped-aurora:gin-vue-admin
CVE-2017-20277,affects,Joomboost:Joomla JoomRecipe
CAPEC-530,maps_to,T1559.001
CAPEC-326,maps_to,T1546.003
CAPEC-550,maps_to,T1559.003
CVE-2026-48779,has_weakness,CWE-400
CVE-2026-12466,affects,Google:Chrome
CAPEC-520,maps_to,T1109
CAPEC-640,maps_to,T1055.013
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2W-ER2
CAPEC-479,maps_to,T1204.002
CVE-2026-50879,has_weakness,CWE-400
CAPEC-692,maps_to,T1005
T1574,mitigated_by,Application Developer Guidance
CVE-2026-48617,has_weakness,CWE-284
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2B-E5
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN18VG2R-E1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW4025S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW6321S-W
CAPEC-501,maps_to,T1038
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF25VGKS-E1
CVE-2026-40782,affects,Greg Winiarski:WPAdverts
T1003.006,mitigated_by,Privileged Account Management
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2B-EN2
CAPEC-563,maps_to,T1051
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2B-ET5
CVE-2026-54223,has_weakness,CWE-22
CWE-345,mapped_to,CAPEC-386
CVE-2026-39581,has_weakness,CWE-89
CAPEC-389,maps_to,T1080
CVE-2026-54387,affects,tinyproxy:tinyproxy
CVE-2026-38718,has_weakness,CWE-120
CAPEC-560,maps_to,T1583.001
CWE-204,mapped_to,CAPEC-332
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-HR60VFK-E1
CAPEC-86,maps_to,T1091
CAPEC-385,maps_to,T1137
CAPEC-154,maps_to,T1134.004
CAPEC-220,maps_to,T1071.003
CAPEC-81,maps_to,T1583.004
CVE-2026-48788,has_weakness,CWE-79
CWE-327,mapped_to,CAPEC-475
T1606,mitigated_by,Software Configuration
CVE-2026-45437,affects,Bhavin Thummar:Product Filter Widget for Elementor
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP35VGK-EN2
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VGR-E1
CVE-2026-12569,has_weakness,CWE-20
CAPEC-477,maps_to,T1080
CAPEC-555,maps_to,T1028
CAPEC-583,maps_to,T1669
CAPEC-569,maps_to,T1560
CAPEC-593,maps_to,T1496.001
T1204.001,mitigated_by,User Training
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY35VGK-ET1
CAPEC-268,maps_to,T1562.012
CAPEC-383,maps_to,T1690
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW5621S-W
CAPEC-272,maps_to,T1572
CVE-2026-49356,has_weakness,CWE-200
CVE-2026-49241,has_weakness,CWE-427
CAPEC-294,maps_to,T1589.002
T1222,mitigated_by,Privileged Account Management
CVE-2025-69332,has_weakness,CWE-862
CVE-2026-53864,affects,OpenClaw:OpenClaw
CAPEC-595,maps_to,T1021.008
CAPEC-111,maps_to,T1184
CWE-74,mapped_to,CAPEC-8
CVE-2026-22551,affects,Eclipse Foundation:Eclipse Theia
CVE-2025-32748,has_weakness,CWE-601
CVE-2026-50886,affects,n/a:n/a
CAPEC-669,maps_to,T1027.002
CAPEC-561,maps_to,T1555
CAPEC-253,maps_to,T1563
CAPEC-237,maps_to,T1497
CWE-201,mapped_to,CAPEC-619
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF35VGK2S-ET2
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW4021S-T
CAPEC-654,maps_to,T1110.004
CVE-2025-71357,affects,picklescan:picklescan
CVE-2025-69118,affects,ThemeREX:CopyPress
CVE-2026-48502,has_weakness,CWE-502
CAPEC-624,maps_to,T1219.003
T1557.004,mitigated_by,Network Intrusion Prevention
CAPEC-174,maps_to,T1221
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM80E2S-W
CVE-2026-44644,affects,harttle:liquidjs
CVE-2026-12549,affects,Red Hat:Red Hat Enterprise Linux 6
T1078.002,mitigated_by,User Training
CVE-2026-50100,has_weakness,CWE-427
CWE-184,mapped_to,CAPEC-73
CVE-2026-12441,has_weakness,CWE-416
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZ7120S-W
CAPEC-678,maps_to,T1124
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY35VGKP2B-SC6
CWE-311,mapped_to,CAPEC-388
T1011.001,mitigated_by,Operating System Configuration
CAPEC-568,maps_to,T1552.001
CAPEC-562,maps_to,T1685
CVE-2026-5667,affects,"Mitsubishi Electric Corporation:Adapters for Airflow Ventilation Systems, Heat Pump Chilled/Hot Water Systems, and Ventilation/Air-Conditioning System Air Resorts (for Japan) P-HM02WA"
CAPEC-166,maps_to,T1686
T1190,mitigated_by,Filter Network Traffic
CVE-2026-35303,has_weakness,CWE-306
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF22VGK2S-ET2
CAPEC-466,maps_to,T1553.001
CVE-2026-48745,has_weakness,CWE-940
CVE-2026-12806,has_weakness,CWE-120
CVE-2026-40794,has_weakness,CWE-862
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MFZ-KW35VGK-A1
CAPEC-408,maps_to,T1591
CWE-290,mapped_to,CAPEC-476
CAPEC-111,maps_to,T1059.007
CAPEC-148,maps_to,T1488
CAPEC-226,maps_to,T1555.004
CAPEC-395,maps_to,T1006
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP42VGKD-A2
CAPEC-165,maps_to,T1134
